url;http_kod;bayt;title;description;og_image;og_title;h1_shtuk
https://regiongbi.ru/catalog/kolodtsy-unifitsirovannye/vs-15/;200;88576;Колодец ВС-15 — цена 14 360 ₽, доставка по Москве и области;Водопроводный колодец ВС-15: 1660×1500×1980 мм, масса 2560 кг, ГОСТ 8020-2016. Цена 14 360 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/wp-content/uploads/2026/07/kolodcy-vs-15-ploshchadka-hraneniya.jpg;Колодец ВС-15 — цена 14 360 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kolodtsy-unifitsirovannye/vg-15/;200;88895;Колодец ВГ-15 — цена 14 550 ₽, доставка по Москве и области;Водопроводный колодец с горловиной ВГ-15: 1660×1500×1980 мм, масса 2820 кг, ГОСТ 8020-2016. Цена 14 550 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/wp-content/uploads/2026/07/kolodec-vg-15-otk.jpg;Колодец ВГ-15 — цена 14 550 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kolodtsy-unifitsirovannye/vg-12/;200;88790;Колодец ВГ-12 — цена 12 250 ₽, доставка по Москве и области;Водопроводный колодец с горловиной ВГ-12: 1410×1270×1980 мм, масса 2050 кг, ГОСТ 8020-2016. Цена 12 250 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/wp-content/uploads/2026/07/kolodec-vg-12.jpg;Колодец ВГ-12 — цена 12 250 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kolodtsy-unifitsirovannye/vs-10/;200;88612;Колодец ВС-10 — цена 8 380 ₽, доставка по Москве и области;Водопроводный колодец ВС-10: 1160×1000×1800 мм, масса 1350 кг, ГОСТ 8020-2016. Цена 8 380 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Колодец ВС-10 — цена 8 380 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kolodtsy-unifitsirovannye/vs-12/;200;88543;Колодец ВС-12 — цена 11 470 ₽, доставка по Москве и области;Водопроводный колодец ВС-12: 1410×1270×1980 мм, масса 1800 кг, ГОСТ 8020-2016. Цена 11 470 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Колодец ВС-12 — цена 11 470 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kolodtsy-unifitsirovannye/vg-10/;200;88742;Колодец ВГ-10 — цена 9 160 ₽, доставка по Москве и области;Водопроводный колодец с горловиной ВГ-10: 1160×1020×1800 мм, масса 1500 кг, ГОСТ 8020-2016. Цена 9 160 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/wp-content/uploads/2026/07/kolodec-vg-10.jpg;Колодец ВГ-10 — цена 9 160 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kolodtsy-unifitsirovannye/vd-8/;200;88171;Колодец ВД-8 — цена 5 640 ₽, доставка по Москве и области;Дренажный колодец ВД-8: 960×800×1500 мм, масса 950 кг, ГОСТ 8020-2016. Цена 5 640 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Колодец ВД-8 — цена 5 640 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-kolodeznye-ks/ko-1-5/;200;88196;Опорное кольцо КО-1,5 — цена 1 050 ₽, доставка по Москве и области;Опорное кольцо КО-1,5: 900×600×150 мм, масса 125 кг, ГОСТ 8020-2016. Цена 1 050 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Опорное кольцо КО-1,5 — цена 1 050 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-kolodeznye-ks/k1-a/;200;88099;Опорное кольцо К1-А — цена 2 400 ₽, доставка по Москве и области;Опорное кольцо К1-А: 1000×180×160 мм, масса 150 кг, ГОСТ 8020-2016. Цена 2 400 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Опорное кольцо К1-А — цена 2 400 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-kolodeznye-ks/ko-1/;200;88171;Опорное кольцо КО-1 — цена 840 ₽, доставка по Москве и области;Опорное кольцо КО-1: 900×580×100 мм, масса 80 кг, ГОСТ 8020-2016. Цена 840 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Опорное кольцо КО-1 — цена 840 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-kolodeznye-ks/ko-6/;200;88042;Опорное кольцо КО-6 — цена 790 ₽, доставка по Москве и области;Опорное кольцо КО-6: 840×580×70 мм, масса 50 кг, ГОСТ 8020-2016. Цена 790 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Опорное кольцо КО-6 — цена 790 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-s-dnom-ktsd/kcd-20-10/;200;88452;КЦД 20-10 — цена 14 110 ₽, доставка по Москве и области;Кольцо с дном КЦД 20-10: 2200×2000×990 мм, масса 2650 кг, ГОСТ 8020-2016. Цена 14 110 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;КЦД 20-10 — цена 14 110 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-s-dnom-ktsd/kcd-10-10/;200;88686;КЦД 10-10 — цена 3 770 ₽, доставка по Москве и области;Кольцо с дном КЦД 10-10: 1160×1000×990 мм, масса 950 кг, ГОСТ 8020-2016. Цена 3 770 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;КЦД 10-10 — цена 3 770 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-s-dnom-ktsd/kcd-15-10/;200;88619;КЦД 15-10 — цена 7 450 ₽, доставка по Москве и области;Кольцо с дном КЦД 15-10: 1680×1500×990 мм, масса 1900 кг, ГОСТ 8020-2016. Цена 7 450 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/wp-content/uploads/2026/07/kolca-s-dnom-kcd-15-10.jpg;КЦД 15-10 — цена 7 450 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-s-dnom-ktsd/kcd-7-10/;200;88656;КЦД 7-10 — цена 3 040 ₽, доставка по Москве и области;Кольцо с дном КЦД 7-10: 860×700×990 мм, масса 600 кг, ГОСТ 8020-2016. Цена 3 040 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;КЦД 7-10 — цена 3 040 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-s-dnom-ktsd/kcd-20-9/;200;88662;КЦД 20-9 — цена 12 150 ₽, доставка по Москве и области;Кольцо с дном КЦД 20-9: 2200×2000×890 мм, масса 2600 кг, ГОСТ 8020-2016. Цена 12 150 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;КЦД 20-9 — цена 12 150 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-s-dnom-ktsd/kcd-10-9/;200;88657;КЦД 10-9 — цена 3 480 ₽, доставка по Москве и области;Кольцо с дном КЦД 10-9: 1160×1000×890 мм, масса 900 кг, ГОСТ 8020-2016. Цена 3 480 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;КЦД 10-9 — цена 3 480 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-s-dnom-ktsd/kcd-15-9/;200;88677;КЦД 15-9 — цена 6 960 ₽, доставка по Москве и области;Кольцо с дном КЦД 15-9: 1680×1500×890 мм, масса 1700 кг, ГОСТ 8020-2016. Цена 6 960 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;КЦД 15-9 — цена 6 960 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-s-dnom-ktsd/kcd-7-9/;200;88512;КЦД 7-9 — цена 2 890 ₽, доставка по Москве и области;Кольцо с дном КЦД 7-9: 860×700×890 мм, масса 500 кг, ГОСТ 8020-2016. Цена 2 890 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;КЦД 7-9 — цена 2 890 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/koltsa-s-dnom-ktsd/kcd-10-6/;200;88421;КЦД 10-6 — цена 3 360 ₽, доставка по Москве и области;Кольцо с дном КЦД 10-6: 1160×1000×590 мм, масса 550 кг, ГОСТ 8020-2016. Цена 3 360 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;КЦД 10-6 — цена 3 360 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pvg-15/;200;88289;Плита ПВГ 15 — цена 8 240 ₽, доставка по Москве и области;Плита ПВГ 15: 1720×1720×140 мм, масса 680 кг, Альбом РК 2201-82. Цена 8 240 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Плита ПВГ 15 — цена 8 240 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pk-25/;200;87984;Плита ПК 25 — цена 33 500 ₽, доставка по Москве и области;Плита ПК 25: 2740×2740×180 мм, масса 2400 кг, Альбом РК 2201-82. Цена 33 500 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Плита ПК 25 — цена 33 500 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pvg-25/;200;88026;Плита ПВГ 25 — цена 33 500 ₽, доставка по Москве и области;Плита ПВГ 25: 2740×2740×180 мм, масса 2480 кг, Альбом РК 2201-82. Цена 33 500 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Плита ПВГ 25 — цена 33 500 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pk-10/;200;88231;Плита ПК 10 — цена 3 150 ₽, доставка по Москве и области;Плита ПК 10: 1200×1200×120 мм, масса 220 кг, Альбом РК 2201-82. Цена 3 150 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Плита ПК 10 — цена 3 150 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pp-25-2/;200;88753;Крышка колодца ПП 25-2 — цена 20 790 ₽, доставка по Москве и области;Плита перекрытия ПП 25-2: 2700×2700×200 мм, масса 2700 кг, ГОСТ 8020-2016. Цена 20 790 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Крышка колодца ПП 25-2 — цена 20 790 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pk-20/;200;88221;Плита ПК 20 — цена 14 410 ₽, доставка по Москве и области;Плита ПК 20: 2200×2200×160 мм, масса 1350 кг, Альбом РК 2201-82. Цена 14 410 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Плита ПК 20 — цена 14 410 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pvg-20/;200;88219;Плита ПВГ 20 — цена 15 190 ₽, доставка по Москве и области;Плита ПВГ 20: 2200×2200×180 мм, масса 1430 кг, Альбом РК 2201-82. Цена 15 190 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/wp-content/uploads/2026/07/plity-perekrytiya-gorloviny-pvg-20-2-rotated.jpg;Плита ПВГ 20 — цена 15 190 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppl-20-1/;200;89049;ППЛ 20-1 — цена 7 350 ₽, доставка по Москве и области;Плита перекрытия с полимерным люком ППЛ 20-1: 2200×2200×160 мм, масса 1400 кг, ГОСТ 8020-2016. Цена 7 350 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЛ 20-1 — цена 7 350 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppz-20-1/;200;88840;ППЗ 20-1 — цена 7 510 ₽, доставка по Москве и области;Плита перекрытия с замком ППЗ 20-1: 2200×2200×160 мм, масса 1100 кг, ГОСТ 8020-2016. Цена 7 510 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЗ 20-1 — цена 7 510 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppl-20-2/;200;89052;ППЛ 20-2 — цена 8 660 ₽, доставка по Москве и области;Плита перекрытия с полимерным люком ППЛ 20-2: 2200×2200×160 мм, масса 1400 кг, ГОСТ 8020-2016. Цена 8 660 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЛ 20-2 — цена 8 660 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pp-20-2/;200;88730;Крышка колодца ПП 20-2 — цена 6 810 ₽, доставка по Москве и области;Плита перекрытия ПП 20-2: 2200×2200×160 мм, масса 1400 кг, ГОСТ 8020-2016. Цена 6 810 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Крышка колодца ПП 20-2 — цена 6 810 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppz-20-2/;200;88837;ППЗ 20-2 — цена 8 820 ₽, доставка по Москве и области;Плита перекрытия с замком ППЗ 20-2: 2200×2200×160 мм, масса 1400 кг, ГОСТ 8020-2016. Цена 8 820 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЗ 20-2 — цена 8 820 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pp-20-1/;200;88611;Крышка колодца ПП 20-1 — цена 5 830 ₽, доставка по Москве и области;Плита перекрытия ПП 20-1: 2200×2200×160 мм, масса 1100 кг, ГОСТ 8020-2016. Цена 5 830 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Крышка колодца ПП 20-1 — цена 5 830 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppl-15-1/;200;88839;ППЛ 15-1 — цена 5 410 ₽, доставка по Москве и области;Плита перекрытия с полимерным люком ППЛ 15-1: 1700×1700×160 мм, масса 650 кг, ГОСТ 8020-2016. Цена 5 410 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЛ 15-1 — цена 5 410 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppl-15-2/;200;88958;ППЛ 15-2 — цена 5 930 ₽, доставка по Москве и области;Плита перекрытия с полимерным люком ППЛ 15-2: 1700×1700×160 мм, масса 720 кг, ГОСТ 8020-2016. Цена 5 930 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЛ 15-2 — цена 5 930 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppz-15-2/;200;88856;ППЗ 15-2 — цена 4 830 ₽, доставка по Москве и области;Плита перекрытия с замком ППЗ 15-2: 1700×1700×160 мм, масса 700 кг, ГОСТ 8020-2016. Цена 4 830 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЗ 15-2 — цена 4 830 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppz-15-1/;200;88859;ППЗ 15-1 — цена 3 780 ₽, доставка по Москве и области;Плита перекрытия с замком ППЗ 15-1: 1700×1700×160 мм, масса 680 кг, ГОСТ 8020-2016. Цена 3 780 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЗ 15-1 — цена 3 780 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pp-15-1/;200;88742;Крышка колодца ПП 15-1 — цена 3 410 ₽, доставка по Москве и области;Плита перекрытия ПП 15-1: 1700×1700×160 мм, масса 680 кг, ГОСТ 8020-2016. Цена 3 410 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Крышка колодца ПП 15-1 — цена 3 410 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pp-15-2/;200;88912;Крышка колодца ПП 15-2 — цена 3 680 ₽, доставка по Москве и области;Плита перекрытия ПП 15-2: 1700×1700×160 мм, масса 700 кг, ГОСТ 8020-2016. Цена 3 680 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/wp-content/uploads/2026/07/kryshki-kolodcev-pp-15-2-rotated.jpg;Крышка колодца ПП 15-2 — цена 3 680 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pp-12-2/;200;88412;Крышка колодца ПП 12-2 — цена 2 300 ₽, доставка по Москве и области;Плита перекрытия ПП 12-2: 1400×1400×150 мм, масса 450 кг, ГОСТ 8020-2016. Цена 2 300 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Крышка колодца ПП 12-2 — цена 2 300 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pk-15/;200;88109;Плита ПК 15 — цена 6 710 ₽, доставка по Москве и области;Плита ПК 15: 1700×1700×140 мм, масса 680 кг, Альбом РК 2201-82. Цена 6 710 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Плита ПК 15 — цена 6 710 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pk-12/;200;87898;Плита ПК 12 — цена 5 410 ₽, доставка по Москве и области;Плита ПК 12: 1400×1400×140 мм, масса 450 кг, Альбом РК 2201-82. Цена 5 410 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Плита ПК 12 — цена 5 410 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppl-10-2/;200;88945;ППЛ 10-2 — цена 3 500 ₽, доставка по Москве и области;Плита перекрытия с полимерным люком ППЛ 10-2: 1160×1160×120 мм, масса 280 кг, ГОСТ 8020-2016. Цена 3 500 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЛ 10-2 — цена 3 500 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppl-10-1/;200;88826;ППЛ 10-1 — цена 3 100 ₽, доставка по Москве и области;Плита перекрытия с полимерным люком ППЛ 10-1: 1160×1160×120 мм, масса 260 кг, ГОСТ 8020-2016. Цена 3 100 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЛ 10-1 — цена 3 100 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppz-10-1/;200;88847;ППЗ 10-1 — цена 1 580 ₽, доставка по Москве и области;Плита перекрытия с замком ППЗ 10-1: 1160×1160×120 мм, масса 200 кг, ГОСТ 8020-2016. Цена 1 580 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЗ 10-1 — цена 1 580 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pp-10-2/;200;88736;Крышка колодца ПП 10-2 — цена 1 810 ₽, доставка по Москве и области;Плита перекрытия ПП 10-2: 1160×1160×120 мм, масса 250 кг, ГОСТ 8020-2016. Цена 1 810 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Крышка колодца ПП 10-2 — цена 1 810 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/ppz-10-2/;200;88843;ППЗ 10-2 — цена 2 150 ₽, доставка по Москве и области;Плита перекрытия с замком ППЗ 10-2: 1160×1160×120 мм, масса 250 кг, ГОСТ 8020-2016. Цена 2 150 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;ППЗ 10-2 — цена 2 150 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pp-10-1/;200;88618;Крышка колодца ПП 10-1 — цена 1 470 ₽, доставка по Москве и области;Плита перекрытия ПП 10-1: 1160×1160×120 мм, масса 200 кг, ГОСТ 8020-2016. Цена 1 470 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Крышка колодца ПП 10-1 — цена 1 470 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/dnishcha-kolodtsev-pd/pn-25/;200;88161;Днище ПН 25 — цена 18 480 ₽, доставка по Москве и области;Днище колодца ПН 25: 2700×2700×140 мм, масса 2450 кг, ГОСТ 8020-2016. Цена 18 480 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Днище ПН 25 — цена 18 480 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/kryshki-kolodtsev-pp/pp-8-1/;200;88669;Крышка колодца ПП 8-1 — цена 1 420 ₽, доставка по Москве и области;Плита перекрытия ПП 8-1: 960×960×110 мм, масса 160 кг, ГОСТ 8020-2016. Цена 1 420 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Крышка колодца ПП 8-1 — цена 1 420 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/dnishcha-kolodtsev-pd/pn-20/;200;88266;Днище ПН 20 — цена 5 930 ₽, доставка по Москве и области;Днище колодца ПН 20: 2200×2200×120 мм, масса 1050 кг, ГОСТ 8020-2016. Цена 5 930 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Днище ПН 20 — цена 5 930 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/dnishcha-kolodtsev-pd/pn-12/;200;88300;Днище ПН 12 — цена 2 160 ₽, доставка по Москве и области;Днище колодца ПН 12: 1400×1400×130 мм, масса 400 кг, ГОСТ 8020-2016. Цена 2 160 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Днище ПН 12 — цена 2 160 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/dnishcha-kolodtsev-pd/pn-15/;200;88399;Днище ПН 15 — цена 3 330 ₽, доставка по Москве и области;Днище колодца ПН 15: 1700×1700×120 мм, масса 700 кг, ГОСТ 8020-2016. Цена 3 330 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Днище ПН 15 — цена 3 330 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/dnishcha-kolodtsev-pd/pn-8/;200;88181;Днище ПН 8 — цена 1 520 ₽, доставка по Москве и области;Днище колодца ПН 8: 960×960×100 мм, масса 190 кг, ГОСТ 8020-2016. Цена 1 520 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Днище ПН 8 — цена 1 520 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/dnishcha-kolodtsev-pd/pn-10/;200;88377;Днище ПН 10 — цена 1 520 ₽, доставка по Москве и области;Днище колодца ПН 10: 1160×1160×100 мм, масса 260 кг, ГОСТ 8020-2016. Цена 1 520 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Днище ПН 10 — цена 1 520 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/fbs-bloki/fbs-6-5-6/;200;88225;ФБС 6-5-6 — цена 1 650 ₽, блок 580×500×580 мм;Блок ФБС 6-5-6: размеры 580×500×580 мм, масса 387 кг, объём бетона 0,168 м³, ГОСТ 13579-2018. Цена 1 650 ₽ с НДС.;https://regiongbi.ru/og-default.png;ФБС 6-5-6 — цена 1 650 ₽, блок 580×500×580 мм;1
https://regiongbi.ru/catalog/dnishcha-kolodtsev-pd/pn-7/;200;88143;Днище ПН 7 — цена 890 ₽, доставка по Москве и области;Днище колодца ПН 7: 860×860×100 мм, масса 120 кг, ГОСТ 8020-2016. Цена 890 ₽ с НДС. Комплектуем колодец целиком и везём одной машиной.;https://regiongbi.ru/og-default.png;Днище ПН 7 — цена 890 ₽, доставка по Москве и области;1
https://regiongbi.ru/catalog/fbs-bloki/fbs-6-4-3/;200;88410;ФБС 6-4-3 — цена 1 260 ₽, блок 580×400×280 мм;Блок ФБС 6-4-3: размеры 580×400×280 мм, масса 170 кг, объём бетона 0,065 м³, ГОСТ 13579-2018. Цена 1 260 ₽ с НДС.;https://regiongbi.ru/og-default.png;ФБС 6-4-3 — цена 1 260 ₽, блок 580×400×280 мм;1
https://regiongbi.ru/catalog/fbs-bloki/fbs-6-4-6/;200;88365;ФБС 6-4-6 — цена 1 680 ₽, блок 580×400×580 мм;Блок ФБС 6-4-6: размеры 580×400×580 мм, масса 300 кг, объём бетона 0,135 м³, ГОСТ 13579-2018. Цена 1 680 ₽ с НДС.;https://regiongbi.ru/og-default.png;ФБС 6-4-6 — цена 1 680 ₽, блок 580×400×580 мм;1
https://regiongbi.ru/catalog/fbs-bloki/fbs-6-3-6/;200;88262;ФБС 6-3-6 — цена 1 580 ₽, блок 580×300×580 мм;Блок ФБС 6-3-6: размеры 580×300×580 мм, масса 250 кг, объём бетона 0,101 м³, ГОСТ 13579-2018. Цена 1 580 ₽ с НДС.;https://regiongbi.ru/og-default.png;ФБС 6-3-6 — цена 1 580 ₽, блок 580×300×580 мм;1
https://regiongbi.ru/catalog/fbs-bloki/fbs-9-6-6/;200;88229;ФБС 9-6-6 — цена 2 420 ₽, блок 880×600×580 мм;Блок ФБС 9-6-6: размеры 880×600×580 мм, масса 700 кг, объём бетона 0,306 м³, ГОСТ 13579-2018. Цена 2 420 ₽ с НДС.;https://regiongbi.ru/og-default.png;ФБС 9-6-6 — цена 2 420 ₽, блок 880×600×580 мм;1
https://regiongbi.ru/catalog/fbs-bloki/fbs-9-5-6/;200;88295;ФБС 9-5-6 — цена 2 110 ₽, блок 880×500×580 мм;Блок ФБС 9-5-6: размеры 880×500×580 мм, масса 590 кг, объём бетона 0,255 м³, ГОСТ 13579-2018. Цена 2 110 ₽ с НДС.;https://regiongbi.ru/og-default.png;ФБС 9-5-6 — цена 2 110 ₽, блок 880×500×580 мм;1
https://regiongbi.ru/catalog/fbs-bloki/fbs-9-4-3/;200;88477;ФБС 9-4-3 — цена 1 730 ₽, блок 880×400×280 мм;Блок ФБС 9-4-3: размеры 880×400×280 мм, масса 790 кг, объём бетона 0,099 м³, ГОСТ 13579-2018. Цена 1 730 ₽ с НДС.;https://regiongbi.ru/og-default.png;ФБС 9-4-3 — цена 1 730 ₽, блок 880×400×280 мм;1
https://regiongbi.ru/catalog/fbs-bloki/fbs-9-4-6/;200;88352;ФБС 9-4-6 — цена 1 810 ₽, блок 880×400×580 мм;Блок ФБС 9-4-6: размеры 880×400×580 мм, масса 470 кг, объём бетона 0,204 м³, ГОСТ 13579-2018. Цена 1 810 ₽ с НДС.;https://regiongbi.ru/wp-content/uploads/2026/07/bloki-fbs-9-4-6-gost.jpg;ФБС 9-4-6 — цена 1 810 ₽, блок 880×400×580 мм;1
